Sale ID,Date,Item ID,Batch ID,Product Type,Species,Grade,Finish,Dominant Color,Color Count (#),Customer Type,Customer Name,Country,City,Channel,Lead Source,Price (CAD),Discount (CAD),Shipping (CAD),Taxes Collected (CAD),Payment Method,COA #,Shipped Date,Consignment? (Y/N),Consignment Owner,Export Permit (PDF link),length,width,weight,Channel_Type,Days_To_Ship,Jewelry Type,Metal Type
S-0774,2025-05-21,I-0774,B-2025-004,Art,Placenticeras intercalare,AA,Framed,Red/Green,4,Museum,Pacific Gem Arts,Malaysia,Kuala Lumpur,Online,Art Fair,11822.03,0.0,716.22,0.0,PayPal,COA-000873,2025-05-24,Y,Harbourfront Gallery,C:\Permits\EXP-1039.pdf,468.5,339.2,10.38,Wholesale,3,,
S-0775,2025-08-30,I-0775,B-2025-004,Art,Placenticeras meeki,AAA,Coated,Teal/Blue,5,Museum,Northern Lights Gallery,Japan,Tokyo,Auction,Art Fair,34584.62,0.0,1663.2,0.0,Credit Card,COA-000874,2025-09-06,N,,C:\Permits\EXP-1040.pdf,665.6,816.1,17.85,Wholesale,7,,
S-0776,2025-08-08,I-0776,B-2025-005,Art,Baculites compressus,A,Sculptural,Red/Green,1,Gallery,Emerald & Stone Museum,Japan,Osaka,Online,Instagram,2769.47,0.0,207.49,0.0,Wire,COA-000875,2025-08-11,N,,C:\Permits\EXP-1041.pdf,756.3,474.8,6.47,Wholesale,3,,
S-0777,2025-05-06,I-0777,B-2025-005,Art,Baculites compressus,A,Mixed Media,Multicolor,1,Gallery,Skyline Museum of Natural Art,Japan,Osaka,Online,Art Fair,7375.01,635.21,399.95,0.0,Wire,COA-000876,2025-05-09,Y,Skyline Museum of Natural Art,C:\Permits\EXP-1042.pdf,757.0,794.5,16.82,Wholesale,3,,
S-0778,2025-02-27,I-0778,B-2025-005,Art,Placenticeras meeki,B,Mixed Media,Gold/Green,1,Museum,Skyline Museum of Natural Art,Malaysia,Penang,Online,Art Fair,3631.41,186.01,272.42,0.0,Square,COA-000877,2025-05-07,Y,Riverside Gallery,C:\Permits\EXP-1043.pdf,752.3,312.4,14.47,Wholesale,69,,
S-0779,2025-05-28,I-0779,B-2025-005,Art,Baculites compressus,A,Framed,Teal/Blue,2,Gallery,Harbourfront Gallery,Malaysia,Penang,Private Sale,Art Fair,7250.11,0.0,455.48,0.0,EFT,COA-000878,2025-05-31,N,,C:\Permits\EXP-1044.pdf,600.0,702.1,15.87,Wholesale,3,,
S-0780,2025-01-01,I-0780,B-2025-005,Art,Placenticeras intercalare,A,Mixed Media,Green/Gold,2,Museum,Mountainview Museum,Canada,Toronto,Online,Referral,4222.22,220.97,1640.87,200.06,PayPal,COA-000879,2025-05-13,N,,,794.6,625.6,9.2,Wholesale,132,,
S-0781,2025-07-09,I-0781,B-2025-005,Art,Baculites compressus,AA,Polished,Green,2,Museum,Harbourfront Gallery,Canada,Calgary,Gallery Show,Art Fair,18571.18,0.0,2155.1,928.56,Wire,COA-000880,2025-07-13,Y,Riverside Gallery,,879.6,725.9,7.66,Wholesale,4,,
S-0782,2025-07-10,I-0782,B-2025-005,Art,Baculites compressus,AAA,Mixed Media,Multicolor,5,Gallery,Harbourfront Gallery,Canada,Calgary,Auction,Referral,29397.28,0.0,1551.0,1469.86,Credit Card,COA-000881,2025-07-17,N,,,674.1,386.8,5.86,Wholesale,7,,
S-0783,2025-11-08,I-0783,B-2025-005,Art,Placenticeras meeki,AA,Polished,Teal/Blue,3,Museum,Lakeside Gallery,France,Paris,Gallery Show,Referral,13449.78,0.0,2622.73,0.0,Credit Card,COA-000882,2025-11-15,N,,C:\Permits\EXP-1048.pdf,690.6,499.5,14.44,Wholesale,7,,
S-0784,2025-04-27,I-0784,B-2025-005,Art,Placenticeras intercalare,B,Polished,Fiery Red,2,Gallery,Riverside Gallery,Malaysia,Kuala Lumpur,Auction,Website,3400.93,216.59,1281.02,0.0,PayPal,COA-000883,2025-05-25,N,,C:\Permits\EXP-1049.pdf,892.4,888.5,10.43,Wholesale,28,,
S-0785,2025-05-14,I-0785,B-2025-005,Art,Placenticeras meeki,AAA,Sculptural,Green,3,Gallery,Harbourfront Gallery,Canada,Montreal,Auction,Website,12127.86,1538.73,409.52,529.46,Cheque,COA-000884,2025-05-28,N,,,559.0,674.0,8.96,Wholesale,14,,
S-0786,2025-02-27,I-0786,B-2025-006,Art,Placenticeras intercalare,AAA,Sculptural,Red/Orange,3,Museum,Mountainview Museum,Canada,Montreal,Online,Instagram,28750.75,0.0,836.96,1437.54,Cheque,COA-000885,2025-05-31,Y,Northern Lights Gallery,,856.2,722.3,4.51,Wholesale,93,,
S-0787,2025-02-13,I-0787,B-2025-006,Art,Baculites compressus,AA,Polished,Red/Green,3,Museum,Aurora Art Gallery,France,Lyon,Gallery Show,Walk-up,7875.42,0.0,0.0,0.0,Wire,COA-000886,2025-06-03,Y,Pacific Gem Arts,C:\Permits\EXP-1052.pdf,447.4,822.5,12.3,Wholesale,110,,
S-0788,2025-06-22,I-0788,B-2025-006,Art,Placenticeras intercalare,AA,Sculptural,Blue/Green,2,Museum,Skyline Museum of Natural Art,Malaysia,Penang,Online,Walk-up,13785.6,0.0,0.0,0.0,PayPal,COA-000887,2025-06-29,N,,C:\Permits\EXP-1053.pdf,752.5,683.4,9.36,Wholesale,7,,
S-0789,2025-06-09,I-0789,B-2025-006,Art,Placenticeras intercalare,A,Polished,Fiery Red,2,Museum,Northern Lights Gallery,Japan,Osaka,Gallery Show,Art Fair,9934.23,0.0,2938.24,0.0,PayPal,COA-000888,2025-06-09,N,,C:\Permits\EXP-1054.pdf,564.7,639.6,13.29,Wholesale,0,,
S-0790,2025-06-22,I-0790,B-2025-006,Art,Baculites compressus,AAA,Mixed Media,Green/Gold,5,Gallery,Riverside Gallery,France,Paris,Private Sale,Art Fair,30830.32,2915.16,2547.34,0.0,PayPal,COA-000889,2025-06-23,N,,C:\Permits\EXP-1055.pdf,942.0,687.8,7.63,Wholesale,1,,
S-0791,2025-10-30,I-0791,B-2025-006,Art,Placenticeras meeki,B,Sculptural,Green/Blue,2,Gallery,Northern Lights Gallery,France,Lyon,Auction,Instagram,1195.77,0.0,2920.17,0.0,Wire,COA-000890,2025-11-01,N,,C:\Permits\EXP-1056.pdf,948.1,798.3,6.85,Wholesale,2,,
S-0792,2025-05-29,I-0792,B-2025-006,Art,Placenticeras intercalare,B,Polished,Teal/Blue,1,Museum,Northern Lights Gallery,Japan,Tokyo,Auction,Art Fair,967.68,0.0,940.48,0.0,PayPal,COA-000891,2025-06-18,Y,Lakeside Gallery,C:\Permits\EXP-1057.pdf,803.7,703.4,11.77,Wholesale,20,,
S-0793,2025-03-21,I-0793,B-2025-006,Art,Placenticeras meeki,A,Coated,Peacock,1,Museum,Riverside Gallery,Japan,Kyoto,Online,Walk-up,3719.71,0.0,0.0,0.0,Cheque,COA-000892,2025-06-21,N,,C:\Permits\EXP-1058.pdf,582.6,595.6,4.46,Wholesale,92,,
S-0794,2025-08-01,I-0794,B-2025-006,Art,Placenticeras intercalare,AA,Mixed Media,Green/Blue,2,Museum,Riverside Gallery,Japan,Osaka,Online,Walk-up,10919.53,271.67,0.0,0.0,Credit Card,COA-000893,2025-08-06,N,,C:\Permits\EXP-1059.pdf,970.3,813.3,4.49,Wholesale,5,,
S-0795,2025-07-22,I-0795,B-2025-006,Art,Baculites compressus,A,Polished,Red/Green,2,Museum,Emerald & Stone Museum,Canada,Toronto,Online,Instagram,6755.44,162.44,1133.83,329.65,Cheque,COA-000894,2025-07-26,N,,,872.2,423.1,15.45,Wholesale,4,,
S-0796,2025-09-09,I-0796,B-2025-007,Art,Baculites compressus,AA,Coated,Fiery Red,3,Gallery,Riverside Gallery,Canada,Edmonton,Private Sale,Instagram,7963.46,0.0,2050.96,398.17,Credit Card,COA-000895,2025-09-14,Y,Aurora Art Gallery,,614.9,773.1,11.83,Wholesale,5,,
S-0797,2025-08-17,I-0797,B-2025-007,Art,Placenticeras meeki,AAA,Polished,Red/Green,5,Museum,Mountainview Museum,Canada,Vancouver,Auction,Walk-up,23484.25,0.0,0.0,1174.21,PayPal,COA-000896,2025-08-19,N,,,426.0,769.9,16.0,Wholesale,2,,
S-0798,2025-06-13,I-0798,B-2025-007,Art,Placenticeras intercalare,A,Framed,Red/Green,1,Museum,Downtown Arts Centre,Canada,Toronto,Auction,Website,3899.01,0.0,553.34,194.95,Square,COA-000897,2025-07-06,N,,,751.2,727.3,8.71,Wholesale,23,,
S-0799,2025-08-15,I-0799,B-2025-007,Art,Placenticeras intercalare,A,Sculptural,Green,1,Gallery,Northern Lights Gallery,Japan,Osaka,Auction,Instagram,4050.38,0.0,1364.77,0.0,EFT,COA-000898,2025-08-22,Y,Downtown Arts Centre,C:\Permits\EXP-1064.pdf,587.5,452.9,17.3,Wholesale,7,,
S-0800,2025-05-27,I-0800,B-2025-007,Art,Placenticeras meeki,B,Framed,Multicolor,1,Museum,Northern Lights Gallery,France,Paris,Online,Art Fair,2538.95,0.0,1350.26,0.0,Credit Card,COA-000899,2025-07-12,N,,C:\Permits\EXP-1065.pdf,964.7,553.8,16.74,Wholesale,46,,
S-0801,2025-01-20,I-0801,B-2025-007,Art,Placenticeras intercalare,AAA,Sculptural,Green/Gold,3,Gallery,Riverside Gallery,Japan,Tokyo,Auction,Instagram,18465.05,0.0,521.68,0.0,Square,COA-000900,2025-07-15,Y,Emerald & Stone Museum,C:\Permits\EXP-1066.pdf,884.3,807.1,17.62,Wholesale,176,,
S-0802,2025-02-16,I-0802,B-2025-007,Art,Baculites compressus,AAA,Polished,Red/Green,3,Museum,Skyline Museum of Natural Art,France,Lyon,Online,Instagram,25117.57,0.0,597.25,0.0,Wire,COA-000901,2025-07-18,N,,C:\Permits\EXP-1067.pdf,418.4,747.7,6.23,Wholesale,152,,
S-0803,2025-08-21,I-0803,B-2025-007,Art,Placenticeras intercalare,B,Polished,Blue/Green,2,Museum,Lakeside Gallery,Canada,Vancouver,Private Sale,Instagram,832.55,0.0,1440.72,41.63,Credit Card,COA-000902,2025-08-28,N,,,764.2,548.5,6.23,Wholesale,7,,
S-0804,2025-11-01,I-0804,B-2025-007,Art,Placenticeras intercalare,AAA,Mixed Media,Multicolor,3,Museum,Mountainview Museum,France,Paris,Private Sale,Walk-up,9377.91,0.0,0.0,0.0,Credit Card,COA-000903,2025-11-05,N,,C:\Permits\EXP-1069.pdf,858.5,473.7,4.8,Wholesale,4,,
S-0805,2025-01-14,I-0805,B-2025-007,Art,Baculites compressus,B,Mixed Media,Blue/Green,2,Museum,Mountainview Museum,Japan,Kyoto,Gallery Show,Website,3539.21,0.0,252.48,0.0,EFT,COA-000904,2025-07-27,N,,C:\Permits\EXP-1070.pdf,917.3,645.5,11.6,Wholesale,194,,
S-0806,2025-05-23,I-0806,B-2025-008,Art,Placenticeras intercalare,B,Framed,Red/Orange,1,Museum,Pacific Gem Arts,Malaysia,Johor Bahru,Gallery Show,Website,3481.61,0.0,1848.84,0.0,EFT,COA-000905,2025-07-30,N,,C:\Permits\EXP-1071.pdf,637.5,486.2,8.09,Wholesale,68,,
S-0807,2025-01-01,I-0807,B-2025-008,Art,Placenticeras meeki,A,Framed,Sunset (R/O/G),1,Gallery,Mountainview Museum,Japan,Osaka,Gallery Show,Instagram,2079.26,0.0,685.8,0.0,Wire,COA-000906,2025-08-02,Y,Northern Lights Gallery,C:\Permits\EXP-1072.pdf,506.3,763.7,10.41,Wholesale,213,,
S-0808,2025-02-23,I-0808,B-2025-008,Art,Baculites compressus,B,Sculptural,Purple/Red,1,Museum,Lakeside Gallery,Japan,Osaka,Online,Walk-up,2992.99,151.1,0.0,0.0,EFT,COA-000907,2025-08-05,Y,Harbourfront Gallery,C:\Permits\EXP-1073.pdf,671.1,334.1,15.48,Wholesale,163,,
S-0809,2025-09-16,I-0809,B-2025-008,Art,Baculites compressus,AAA,Framed,Green,5,Museum,Harbourfront Gallery,Canada,Toronto,Private Sale,Referral,24113.21,0.0,373.25,1205.66,Credit Card,COA-000908,2025-09-23,Y,Lakeside Gallery,,989.4,350.6,12.69,Wholesale,7,,
S-0810,2025-05-24,I-0810,B-2025-008,Art,Placenticeras meeki,AAA,Mixed Media,Peacock,5,Gallery,Lakeside Gallery,France,Lyon,Auction,Walk-up,30867.98,0.0,0.0,0.0,PayPal,COA-000909,2025-08-11,N,,C:\Permits\EXP-1075.pdf,597.8,634.8,8.8,Wholesale,79,,
S-0811,2025-01-12,I-0811,B-2025-008,Art,Baculites compressus,A,Sculptural,Blue/Green,1,Gallery,Riverside Gallery,Japan,Osaka,Gallery Show,Walk-up,6355.37,284.51,0.0,0.0,Wire,COA-000910,2025-08-14,N,,C:\Permits\EXP-1076.pdf,887.9,702.1,15.43,Wholesale,214,,
S-0812,2025-08-12,I-0812,B-2025-008,Art,Baculites compressus,AAA,Mixed Media,Sunset (R/O/G),3,Gallery,Lakeside Gallery,France,Paris,Private Sale,Referral,13600.16,572.76,1028.22,0.0,EFT,COA-000911,2025-08-17,N,,C:\Permits\EXP-1077.pdf,704.6,623.9,14.08,Wholesale,5,,
S-0813,2025-09-29,I-0813,B-2025-008,Art,Baculites compressus,AAA,Polished,Teal/Blue,5,Gallery,Riverside Gallery,Malaysia,Kuala Lumpur,Private Sale,Instagram,33931.87,1466.4,1425.49,0.0,Cheque,COA-000912,2025-10-02,N,,C:\Permits\EXP-1078.pdf,805.8,442.5,9.66,Wholesale,3,,
S-0814,2025-06-05,I-0814,B-2025-008,Art,Baculites compressus,A,Mixed Media,Fiery Red,1,Gallery,Skyline Museum of Natural Art,Malaysia,Kuala Lumpur,Gallery Show,Art Fair,5567.53,0.0,1269.24,0.0,EFT,COA-000913,2025-08-23,N,,C:\Permits\EXP-1079.pdf,979.8,790.1,15.02,Wholesale,79,,
S-0815,2025-01-08,I-0815,B-2025-008,Art,Placenticeras intercalare,AA,Framed,Purple/Red,4,Museum,Mountainview Museum,Canada,Montreal,Online,Referral,14951.59,0.0,2734.86,747.58,Square,COA-000914,2025-08-26,Y,Downtown Arts Centre,,455.0,846.3,15.25,Wholesale,230,,
S-0816,2025-05-02,I-0816,B-2025-009,Art,Placenticeras meeki,A,Mixed Media,Red/Green,2,Museum,Emerald & Stone Museum,Malaysia,Kuala Lumpur,Gallery Show,Instagram,3868.16,0.0,2201.17,0.0,Square,COA-000915,2025-08-29,N,,C:\Permits\EXP-1081.pdf,487.6,323.0,16.76,Wholesale,119,,
S-0817,2025-06-13,I-0817,B-2025-009,Art,Baculites compressus,B,Coated,Teal/Blue,2,Museum,Harbourfront Gallery,Canada,Vancouver,Online,Referral,3725.87,0.0,2236.26,186.29,Wire,COA-000916,2025-09-01,N,,,466.7,472.9,7.52,Wholesale,80,,
S-0818,2025-03-31,I-0818,B-2025-009,Art,Placenticeras meeki,AAA,Mixed Media,Purple/Red,3,Museum,Northern Lights Gallery,Canada,Toronto,Online,Art Fair,16347.48,0.0,1401.87,817.37,Credit Card,COA-000917,2025-09-04,N,,,544.3,549.9,12.97,Wholesale,157,,
S-0819,2025-05-16,I-0819,B-2025-009,Art,Baculites compressus,AAA,Polished,Multicolor,5,Gallery,Downtown Arts Centre,Malaysia,Kuala Lumpur,Auction,Referral,33141.6,0.0,389.17,0.0,PayPal,COA-000918,2025-09-07,Y,Northern Lights Gallery,C:\Permits\EXP-1084.pdf,862.9,741.1,7.99,Wholesale,114,,
S-0820,2025-07-05,I-0820,B-2025-009,Art,Placenticeras intercalare,AAA,Sculptural,Green/Blue,4,Gallery,Harbourfront Gallery,Malaysia,Johor Bahru,Private Sale,Instagram,32102.42,958.14,764.45,0.0,Square,COA-000919,2025-09-10,N,,C:\Permits\EXP-1085.pdf,931.5,489.4,7.65,Wholesale,67,,
S-0821,2025-06-27,I-0821,B-2025-009,Art,Baculites compressus,B,Mixed Media,Green/Gold,1,Gallery,Skyline Museum of Natural Art,France,Paris,Gallery Show,Referral,3331.15,0.0,1320.06,0.0,Square,COA-000920,2025-09-13,N,,C:\Permits\EXP-1086.pdf,973.9,503.4,5.8,Wholesale,78,,
S-0822,2025-01-28,I-0822,B-2025-009,Art,Placenticeras intercalare,B,Sculptural,Green/Gold,1,Gallery,Downtown Arts Centre,Canada,Toronto,Private Sale,Art Fair,1876.36,0.0,2050.57,93.82,PayPal,COA-000921,2025-09-16,N,,,761.6,555.7,13.35,Wholesale,231,,
S-0823,2025-08-08,I-0823,B-2025-009,Art,Placenticeras intercalare,A,Framed,Gold/Green,1,Museum,Riverside Gallery,Malaysia,Penang,Online,Website,7276.62,0.0,2443.07,0.0,Cheque,COA-000922,2025-09-19,N,,C:\Permits\EXP-1088.pdf,971.7,385.7,12.11,Wholesale,42,,
S-0824,2025-02-10,I-0824,B-2025-009,Art,Placenticeras meeki,B,Coated,Multicolor,2,Museum,Lakeside Gallery,Malaysia,Johor Bahru,Online,Art Fair,2930.21,109.36,2336.64,0.0,Wire,COA-000923,2025-09-22,N,,C:\Permits\EXP-1089.pdf,717.7,538.8,12.74,Wholesale,224,,
S-0825,2025-08-16,I-0825,B-2025-009,Art,Placenticeras meeki,AA,Framed,Gold/Green,2,Museum,Mountainview Museum,Malaysia,Johor Bahru,Online,Referral,14145.97,0.0,1913.26,0.0,PayPal,COA-000924,2025-09-25,N,,C:\Permits\EXP-1090.pdf,999.2,420.1,5.04,Wholesale,40,,
S-0826,2025-07-11,I-0826,B-2025-010,Art,Placenticeras intercalare,AAA,Coated,Gold/Green,4,Gallery,Lakeside Gallery,France,Marseille,Online,Art Fair,16626.53,0.0,641.01,0.0,Credit Card,COA-000925,2025-09-28,N,,C:\Permits\EXP-1091.pdf,820.1,404.5,8.42,Wholesale,79,,
S-0827,2025-05-25,I-0827,B-2025-010,Art,Placenticeras meeki,AA,Coated,Teal/Blue,2,Gallery,Harbourfront Gallery,Canada,Edmonton,Gallery Show,Walk-up,6315.06,175.47,0.0,306.98,Credit Card,COA-000926,2025-10-01,N,,,687.2,546.5,9.14,Wholesale,129,,
S-0828,2025-07-20,I-0828,B-2025-010,Art,Placenticeras meeki,AAA,Polished,Purple/Red,4,Museum,Harbourfront Gallery,France,Paris,Private Sale,Instagram,23165.04,2605.25,1650.69,0.0,EFT,COA-000927,2025-10-04,N,,C:\Permits\EXP-1093.pdf,497.2,860.8,6.38,Wholesale,76,,
S-0829,2025-07-31,I-0829,B-2025-010,Art,Placenticeras meeki,A,Polished,Fiery Red,2,Museum,Pacific Gem Arts,France,Marseille,Online,Art Fair,2719.14,87.92,2044.45,0.0,Cheque,COA-000928,2025-10-07,N,,C:\Permits\EXP-1094.pdf,763.1,805.5,11.45,Wholesale,68,,
S-0830,2025-08-08,I-0830,B-2025-010,Art,Placenticeras meeki,AAA,Framed,Purple/Red,3,Museum,Emerald & Stone Museum,Malaysia,Johor Bahru,Online,Walk-up,26437.65,0.0,0.0,0.0,Cheque,COA-000929,2025-10-10,Y,Downtown Arts Centre,C:\Permits\EXP-1095.pdf,578.5,343.8,3.9,Wholesale,63,,
S-0831,2025-08-28,I-0831,B-2025-010,Art,Placenticeras intercalare,B,Mixed Media,Peacock,2,Museum,Riverside Gallery,Japan,Osaka,Gallery Show,Referral,1102.56,0.0,1772.62,0.0,EFT,COA-000930,2025-10-13,N,,C:\Permits\EXP-1096.pdf,679.9,460.5,6.72,Wholesale,46,,
S-0832,2025-02-15,I-0832,B-2025-010,Art,Placenticeras meeki,AAA,Polished,Red/Orange,4,Museum,Emerald & Stone Museum,Japan,Osaka,Gallery Show,Instagram,24865.44,0.0,1596.53,0.0,Wire,COA-000931,2025-10-16,N,,C:\Permits\EXP-1097.pdf,413.9,867.1,10.58,Wholesale,243,,
S-0833,2025-02-04,I-0833,B-2025-010,Art,Placenticeras meeki,AA,Sculptural,Green/Blue,2,Gallery,Skyline Museum of Natural Art,Malaysia,Johor Bahru,Auction,Referral,4656.96,0.0,575.02,0.0,Credit Card,COA-000932,2025-10-19,Y,Lakeside Gallery,C:\Permits\EXP-1098.pdf,858.3,519.6,9.01,Wholesale,257,,
S-0834,2025-09-10,I-0834,B-2025-010,Art,Placenticeras intercalare,AA,Sculptural,Green/Gold,3,Museum,Mountainview Museum,Malaysia,Johor Bahru,Gallery Show,Art Fair,12877.86,0.0,470.71,0.0,Cheque,COA-000933,2025-10-22,N,,C:\Permits\EXP-1099.pdf,992.1,634.7,8.48,Wholesale,42,,
S-0835,2025-03-23,I-0835,B-2025-010,Art,Placenticeras meeki,AA,Sculptural,Sunset (R/O/G),4,Gallery,Aurora Art Gallery,Canada,Calgary,Gallery Show,Walk-up,10777.12,0.0,0.0,538.86,Credit Card,COA-000934,2025-10-25,N,,,767.8,397.5,17.86,Wholesale,216,,
S-0836,2025-09-13,I-0836,B-2025-002,Fossil (Whole Ammonite),Placenticeras meeki,B,Stabilized,Red/Green,1,Retail Collector,A. Chen,China,Shenzhen,Online,Instagram,5822.67,75.0,1626.0,0.0,Square,COA-000935,2025-09-19,N,,C:\Permits\EXP-0001.pdf,18.0,25.0,24.6,Wholesale,6,,
S-0837,2025-07-16,I-0837,B-2025-001,Fossil (Half Nodule),Placenticeras meeki,A,Polished,Multicolor,2,Wholesaler,Golden Leaf Gallery,Australia,Sydney,Wholesale,Referral,16438.0,100.0,2931.0,0.0,Wire,COA-000936,2025-07-21,Y,148 Rockhounds,C:\Permits\EXP-0002.pdf,14.0,31.0,16.9,Wholesale,5,,
S-0838,2025-10-30,I-0838,B-2025-001,Fossil (Whole Ammonite),Placenticeras meeki,AAA,Coated,Blue/Green,3,Retail Collector,S. Patel,France,Lyon,Show,Walk-up,3665.38,0.0,0.0,0.0,Square,COA-000937,2025-11-04,N,,C:\Permits\EXP-0003.pdf,11.0,28.0,23.2,Wholesale,5,,
S-0839,2025-01-10,I-0839,B-2025-003,Fossil (Half Nodule),Baculites compressus,B,Coated,Fiery Red,1,Gallery,Aurora Stones,Hong Kong,Hong Kong,Wholesale,Repeat Client,11834.67,0.0,1260.0,0.0,Wire,COA-000938,2025-03-02,N,,C:\Permits\EXP-0004.pdf,30.0,26.0,12.0,Wholesale,51,,
S-0840,2025-11-08,I-0840,B-2025-003,Fossil (Whole Ammonite),Placenticeras intercalare,AAA,Stabilized,Green/Gold,3,Retail Collector,D. Wong,France,Lyon,Online,Instagram,16607.69,75.0,825.0,0.0,PayPal,COA-000939,2025-11-15,N,,C:\Permits\EXP-0005.pdf,30.0,12.0,15.2,Wholesale,7,,
S-0841,2025-10-13,I-0841,B-2025-004,Fossil (Half Nodule),Placenticeras intercalare,AA,Stabilized,Green/Blue,3,Wholesaler,Prairie Gem Exchange,Canada,Winnipeg,Wholesale,Referral,31132.73,0.0,960.0,1556.64,Wire,COA-000940,2025-10-18,N,,C:\Permits\EXP-0006.pdf,41.0,6.0,13.4,Wholesale,5,,
S-0842,2025-08-30,I-0842,B-2025-004,Fossil (Half Nodule),Baculites compressus,AA,Stabilized,Multicolor,4,Gallery,Northern Lights Gallery,Hong Kong,Hong Kong,Wholesale,Outbound Call,9023.64,50.0,993.0,0.0,EFT,COA-000941,2025-09-05,Y,Northern Lights Gallery,C:\Permits\EXP-0007.pdf,34.0,5.0,15.8,Wholesale,6,,
S-0843,2025-09-08,I-0843,B-2025-005,Fossil (Whole Ammonite),Placenticeras intercalare,AAA,Coated,Red/Orange,4,Retail Collector,R. Martinez,China,Shenzhen,Online,Facebook,21093.85,75.0,811.0,0.0,Credit Card,COA-000942,2025-09-15,N,,C:\Permits\EXP-0008.pdf,22.0,29.0,15.7,Wholesale,7,,
S-0844,2025-01-05,I-0844,B-2025-005,Fossil (Half Nodule),Placenticeras intercalare,AA,Coated,Peacock,4,Retail Collector,K. Sato,United States,Los Angeles,Online,Instagram,31937.27,0.0,1664.0,0.0,PayPal,COA-000943,2025-04-12,N,,C:\Permits\EXP-0009.pdf,20.0,21.0,22.5,Wholesale,97,,
S-0845,2025-04-29,I-0845,B-2025-006,Fossil (Whole Ammonite),Placenticeras meeki,AAA,Polished,Sunset (R/O/G),5,Wholesaler,Dragon Jade Co.,Australia,Melbourne,Wholesale,Trade Show,14735.38,0.0,2063.0,0.0,Wire,COA-000944,2025-05-05,N,,C:\Permits\EXP-0010.pdf,35.0,8.0,13.3,Wholesale,6,,
S-0846,2025-10-16,I-0846,B-2025-006,Fossil (Half Nodule),Baculites compressus,AA,Coated,Green/Gold,3,Retail Collector,M. Dubois,United Kingdom,London,Online,Website,9199.09,50.0,1261.0,0.0,Credit Card,COA-000945,2025-10-20,N,,C:\Permits\EXP-0011.pdf,20.0,4.0,23.8,Wholesale,4,,
S-0847,2025-03-06,I-0847,B-2025-007,Fossil (Whole Ammonite),Placenticeras meeki,AAA,Polished,Green,3,Retail Collector,H. Singh,South Korea,Busan,Online,Google Ads,13779.23,0.0,1008.0,0.0,Square,COA-000946,2025-05-09,N,,C:\Permits\EXP-0012.pdf,32.0,21.0,22.5,Wholesale,64,,
S-0848,2025-05-26,I-0848,B-2025-007,Fossil (Whole Ammonite),Baculites compressus,AA,Stabilized,Purple/Red,4,Gallery,Emerald & Stone,Canada,Vancouver,Wholesale,Referral,9835.45,50.0,366.0,489.27,Wire,COA-000947,2025-05-29,Y,Emerald & Stone,C:\Permits\EXP-0013.pdf,18.0,20.0,20.7,Wholesale,3,,
S-0849,2025-08-12,I-0849,B-2025-008,Fossil (Half Nodule),Placenticeras intercalare,AAA,Polished,Green/Blue,3,Retail Collector,J. Park,South Korea,Busan,Online,Instagram,29549.23,0.0,2285.0,0.0,PayPal,COA-000948,2025-08-14,N,,C:\Permits\EXP-0014.pdf,34.0,30.0,20.3,Wholesale,2,,
S-0850,2025-08-27,I-0850,B-2025-008,Fossil (Half Nodule),Baculites compressus,B,Coated,Multicolor,1,Museum,Prairie Heritage Museum,Japan,Tokyo,Direct,Donation w/ sale,11565.33,200.0,2254.0,0.0,Cheque,COA-000949,2025-09-01,N,,C:\Permits\EXP-0015.pdf,19.0,11.0,23.7,Wholesale,5,,
S-0851,2025-06-26,I-0851,B-2025-009,Fossil (Whole Ammonite),Baculites compressus,AAA,Coated,Gold/Green,3,Wholesaler,Hong Kong Minerals Ltd.,Japan,Tokyo,Wholesale,Trade Show,5194.62,150.0,1535.0,0.0,Wire,COA-000950,2025-07-03,N,,C:\Permits\EXP-0016.pdf,33.0,11.0,6.8,Wholesale,7,,
S-0852,2025-09-24,I-0852,B-2025-009,Fossil (Half Nodule),Placenticeras intercalare,AAA,Stabilized,Teal/Blue,3,Retail Collector,E. Rossi,United Kingdom,London,Online,Instagram,24150.0,75.0,229.0,0.0,Credit Card,COA-000951,2025-09-28,N,,C:\Permits\EXP-0017.pdf,5.0,5.0,3.0,Wholesale,4,,
S-0853,2025-10-09,I-0853,B-2025-010,Fossil (Half Nodule),Baculites compressus,A,Stabilized,Green/Gold,2,Retail Collector,C. Nguyen,France,Paris,Online,Instagram,7110.0,0.0,2309.0,0.0,Square,COA-000952,2025-10-12,N,,C:\Permits\EXP-0018.pdf,11.0,31.0,5.5,Wholesale,3,,
S-0854,2025-03-04,I-0854,B-2025-010,Fossil (Half Nodule),Placenticeras intercalare,AA,Stabilized,Red/Orange,4,Gallery,Pacific Gem Arts,United States,Denver,Wholesale,Referral,27655.45,100.0,719.0,0.0,Wire,COA-000953,2025-07-06,Y,Pacific Gem Arts,C:\Permits\EXP-0019.pdf,31.0,25.0,14.0,Wholesale,124,,
S-0855,2025-08-05,I-0855,B-2025-011,Fossil (Half Nodule),Baculites compressus,AA,Polished,Peacock,4,Retail Collector,B. Ali,Canada,Edmonton,Online,Website,7288.18,0.0,1255.0,364.41,PayPal,COA-000954,2025-08-07,N,,C:\Permits\EXP-0020.pdf,12.0,5.0,7.1,Wholesale,2,,
